text,airline_sentiment
@united worked out after all. Thanks for your immediate reply!!,positive
"@united thanks, we did.",positive
"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.",negative
@united There is no excuse for leaving a minor to spend the night sobbing (9 hours) in a plastic chair. UA's actions? Terrible. # united,negative
@JetBlue your wifi is a lie and i hate you,negative
@USAirways so apparently all of your computers crashed at BWI?  Any update on when flights will be moving?,negative
"@united rude cust ser agents busy chatting, then yelled bc I took pic. Put me stdby when seat. Diff agent gave me seat 30min Late Flightr. Platinum",negative
"Thanks! Hope I don't look like a complainer, I've written of good experiences w/you in the past and am making do in terminal 5 :) @JetBlue",positive
"@united Just did, thanks for checking! :)",positive
@SouthwestAir I just sent a screen shot of the incident report.,negative
@JetBlue We just landed in Vegas but not allowed to leave the plane just yet. Thanks for making me miss my flight at 1 pm. #fustrated,negative
@SouthwestAir the new logo is going to look amazing on the airplanes,positive
@JetBlue won't see my money again after their poor service    should have stuck with virgin america what was i thinking trying jetblue???,negative
@SouthwestAir Just realized my Luv Voucher expired today. :( Any chance of getting some luv with an extension? Please? #VeryLoyalCustomer,neutral
@united what's going on with the mileage plus accounts? Login through username and email have been down for at least three days.,negative
@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!,negative
"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)",positive
@AmericanAir All flts to JFK Cancelled Flightled Thx to UR agent at SFO Im rebooked on UA. Didn't get name. She was awesome!  #twitterhug #shesaidrun,negative
"@SouthwestAir - wow! 100 minutes on hold, so far. Now phone is dying...",negative
@united so is the ^JJ standing for Just Joking?  I am not finding the humor.,negative
@SouthwestAir link doesn't work,negative
"@SouthwestAir He is going to file a formal complaint, this should have never happened. Please direct us to the right department.",negative
"@USAirways @marvinatorsb thnk you for response,all flights were full, couldn't get out until tmrw, had to Cancelled Flight and go w/other airline",negative
"@united your ""Airserv"" contractors aren't worth a wet damn. 30min Late Flight, still not done w bags on UA1566. They made checkin a calamity.",negative
"@JetBlue not to get into semantics here but ""by"" means ""within the extent or period of; during"" and it is still technically 2/19 #dictionary",negative
@united Pay for my hotel.... I'm a broke student #help,negative
"@USAirways was on hold for four hours, never got connected. Came to the airport and your rep essentially told me and everyone else to screw",negative
@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,negative
@USAirways your new seat assignment service is an embarrassment to airlines and customers worldwide. #shameonyou #usairwayssucks,negative
@united thank you.,positive
@USAirways the flight that I did not connect to was 1857.,negative
@JetBlue I've used you guys for 10 years but after this experience I will NEVER EVER use you again.,negative
@AmericanAir working over time tonight?  Got delayed 2 days .. In SJU .. Could be worse :),negative
@united you are offering us 8 rooms for 32 people #FAIL,negative
@SouthwestAir Oops...no functioning bathrooms on a fairly full flight?  Hope everyone on 702 from New York can hold it.  Me included.,negative
"@USAirways Just discovered that they billed us $300 for the rescheduled flight, which cost me a second day of lost work.",negative
@SouthwestAir I'm in line at the airport right now. Will you cover hotel fair or am I to sleep in the airport?,negative
@VirginAmerica already contacted Central Baggage &amp; sent DM. @RenttheRunway is charging me for the dress that was in the lost suitcase #help,negative
@united 1627 to Montego Bay going back to gate bc 1person was Late Flight? Awful service for all of who came on time!!,negative
@united you need a bag bouncer. Get it together,negative
@united I need you...to be a better airline. ^LOL,negative
@JetBlue's new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1,neutral
@united Can't leave the Tarmac ..united's gate agent cannot agree on a head count. 20 min now counting a 100 people max #epicfailunited,negative
@USAirways how long for a reply,negative
@JetBlue Can you take @Cosmopolitan off your blacklist... trying to work :(,negative
"@united all goods, I'll call tomorrow, thanks.",positive
"@SouthwestAir Therefore, since I've received no recourse through phone I have submitted an email complaint &amp; a letter via mail will follow.",negative
@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.,positive
@USAirways still waiting on a response,negative
@USAirways like they will call me? I'v been trying since yesterday and no one is answering...,negative
@united Gate Agent Alavera is amazing,positive
"@united airlines claims to have a low fare guarantee, but they won't honor a lower fare that I found.",negative
@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour,negative
@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,neutral
@JetBlue you found my camera!  Thank you!  You rock!,positive
@AmericanAir You moved us onto 6.55pm but there is availability on 1.50 and 3.30.   No answer on your phone. Have young children.  HELP!,negative
@AmericanAir - Can you please give me a travel agent support phone number? I cant find it on your website. Thanks.,neutral
.@united what link? Those are all the email offers u sent me in a year to buy/transfer miles.The last 1 just expired http://t.co/ZZPs5ywVE2,negative
"@united, Thanks, but I didn't want to see 'we've started your flight search over' OR 'the fare &amp; rules for this itinerary has changed' again",negative
@united flight 435,neutral
@USAirways can I bring a copy or photo of my baby's birth certificate for the flight? I feel uncomfortable traveling with the real thing.,neutral
@JetBlue can you DM?,neutral
"@USAirways beware,  Barklays bank has terrible cust service. Will not assist, only know to go by badly written book(in English).",negative
@USAirways Sadly I'm currently booked on one of your flights tomorrow that I will be changing if I can.,negative
"@SouthwestAir should get their shit together before they owe my $2,000 for my bag.",negative
@USAirways I should also add the weather conditions are terrible. Expecting 18 inches of snow. Any advice?,neutral
@UsAirways  your person taking tickets is rude and now we are delayed 4-50 minutes because you overfilled fuel on the plane #500.,negative
@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines,positive
@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,negative
@united send someone to the customer service counter in person. DIA concourse B across from gate B36a.,negative
@AmericanAir can you help me with a reservation? cant get through on the phone,negative
@JetBlue don't know if u define that as a #ControllableIrregularity,neutral
@AmericanAir me because it might not be so urgent for you but it really is for me. (5),negative
@united same day flights,neutral
@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,positive
@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(,negative
"@USAirways can you get me home to Syracuse? After 6 Cancelled Flightled flights, one re routing three of us are sitting in Charlotte",negative
@USAirways @traveloneworld .. Utterly frustrated after 4 hours on hold call was disconnected. I need to amend a Flight Booking Problems. HELP! OW Emerald,negative
"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?",negative
@JetBlue Please come to Indianapolis!,positive
@USAirways your app sucks balls compared to @AmericanAir,negative
"@JetBlue I was believing you for a minute, but we just got delayed for a 3rd time!",negative
"@USAirways car services to and from the hotel, food, hotel cost bc of Cancelled Flightlations fall on the customer with last minute notifications",negative
@SouthwestAir pretty terrible customer service. Sat on hold 10 min. Then a busy signal. Then disconnected. Do all airlines have to suck?,negative
